"District/LEA","District #","School","School #","Private","Charter","T-I Prev.","T-I Curr.","Grades","Address","City","Zip","Map","Link","Stats","Phone","Fax","Chartered By","Opened","Closed","Principal/Director","Principal Name","Principal Email"
"Nebo District","19","Meadow Brook School","141","Public","","","","Pre - 6","748 S. 950 W.","SPRINGVILLE","84663","geo:40.1566357,-111.6324984","www.Nebo.edu","https://datagateway.schools.utah.gov/Schools/19141","801-489-2897","801-489-2898","","2016","","Principal","Heather Balli","heather.balli@nebo.edu"
"Nebo District","19","Mt. Loafer School","142","Public","","","","Pre - 6","1025 S 250 W","SALEM","84653","geo:40.039324,-111.677498","http://www.nebo.edu/mtloafer/index.html","https://datagateway.schools.utah.gov/Schools/19142","801-423-2705","801-423-3593","","1996","","Principal","Monica Valerio","monica.valerio@nebo.edu"
"Nebo District","19","Orchard Hills School","143","Public","","","","Pre - 6","168 E 610 S","SANTAQUIN","84655","geo:39.985948,-111.782117","http://orchardhills.nebo.edu/","https://datagateway.schools.utah.gov/Schools/19143","801-754-5106","","","2006","","Principal","Penny McEntire","penny.mcentire@nebo.edu"
"Nebo District","19","Park School","144","Public","","Title I","Title I","Pre - 6","90 N 600 E","SPANISH FORK","84660","geo:40.110732,-111.643298","http://www.nebo.edu/park/index.html","https://datagateway.schools.utah.gov/Schools/19144","801-798-4045","801-798-4046","","1954","","Principal","Jessica Lindley","jessica.lindley@nebo.edu"
"Nebo District","19","Park View School","148","Public","","","","Pre - 6","360 S 100 E","PAYSON","84651","geo:40.038508,-111.731133","http://parkview.nebo.edu/","https://datagateway.schools.utah.gov/Schools/19148","801-465-6010","801-465-6011","","1954","","Principal","Shanna Walker","shanna.walker@nebo.edu"
"Nebo District","19","Rees School","156","Public","","","","Pre - 6","574 N REES AVE","SPANISH FORK","84660","geo:40.117092,-111.629024","http://www.nebo.edu/rees/index.html","https://datagateway.schools.utah.gov/Schools/19156","801-798-4055","801-798-4056","","1920","","Principal","Billi Robbins","billi.robbins@nebo.edu"
"Nebo District","19","Riverview School","158","Public","","","","Pre - 6","628 S WEST PARK DRIVE","SPANISH FORK","84660","geo:40.101197,-111.665113","http://riverview.nebo.edu/","https://datagateway.schools.utah.gov/Schools/19158","801-798-4050","801-798-4051","","2007","","Principal","Bristi Poulson","bristi.poulson@nebo.edu"
"Nebo District","19","Sage Creek School","160","Public","","","","Pre - 6","1050 S 700 E","SPRINGVILLE","84663","geo:40.150904,-111.598856","http://sagecreek.nebo.edu/","https://datagateway.schools.utah.gov/Schools/19160","801-489-2860","801-489-2865","","1959","","Principal","Angela Youd","angela.youd@nebo.edu"
"Nebo District","19","Salem School","164","Public","","","","Pre - 6","140 W 100 S","SALEM","84653","geo:40.053559,-111.676717","http://www.nebo.edu/salem/index.html","https://datagateway.schools.utah.gov/Schools/19164","801-423-1182","801-423-2746","","1952","","Principal","Jennifer Jolley","jennifer.jolley@nebo.edu"
"Nebo District","19","Santaquin School","168","Public","","","","Pre - 6","25 S 400 W","SANTAQUIN","84655","geo:39.974236,-111.793948","http://www.nebo.edu/santaquin/index.html","https://datagateway.schools.utah.gov/Schools/19168","801-754-3611","801-754-3612","","1983","","Principal","Jessica Ribble","jessica.ribble@nebo.edu"
"Nebo District","19","Sierra Bonita Elementary","169","Public","","","","Pre - 6","53 S 1800 E","SPANISH FORK","84660","geo:40.108777,-111.622879","","https://datagateway.schools.utah.gov/Schools/19169","801-798-4480","801-798-4481","","2011","","Principal","Adam Gull","adam.gull@nebo.edu"
"Nebo District","19","Spanish Oaks School","170","Public","","","","Pre - 6","2701 E CANYON CREST DR","SPANISH FORK","84660","geo:40.085759,-111.609163","http://www.nebo.edu/spanishoaks/index.html","https://datagateway.schools.utah.gov/Schools/19170","801-798-7411","801-794-2845","","2001","","Principal","Ryan Murray","ryan.murray@nebo.edu"
"Nebo District","19","Spring Lake School","171","Public","","","","Pre - 6","1750 S 500 W","PAYSON","84651","geo:40.015418,-111.738933","http://www.nebo.edu/springlake/","https://datagateway.schools.utah.gov/Schools/19171","801-465-6070","801-465-6075","","2002","","Principal","Coral Findlay","corallee.findlay@nebo.edu"
"Nebo District","19","Taylor School","172","Public","","Title I","Title I","Pre - 6","92 S 500 W","PAYSON","84651","geo:40.043106,-111.740341","http://www.nebo.edu/taylor/index.html","https://datagateway.schools.utah.gov/Schools/19172","801-465-6050","801-465-6039","","1983","","Principal","Shami Coley","shami.coley@nebo.edu"
"Nebo District","19","Westside School","180","Public","","Title I","Title I","Pre - 6","740 W CENTER","SPRINGVILLE","84663","geo:40.167447,-111.623998","http://www.nebo.edu/westside/Index.html","https://datagateway.schools.utah.gov/Schools/19180","801-489-2800","801-489-2825","","1954","","Principal","Lori Nielsen","lori.nielsen@nebo.edu"
"Nebo District","19","Wilson School","184","Public","","Title I","Title I","Pre - 6","590 W 500 S","PAYSON","84651","geo:40.037031,-111.741085","http://www.nebo.edu/wilson/index.html","https://datagateway.schools.utah.gov/Schools/19184","801-465-6060","801-465-6068","","1959","","Principal","Melissa Jorgensen","melissa.jorgensen@nebo.edu"
"Noah Webster Academy","6D","Noah Webster Academy","100","Public","Charter","Title I","Title I","K - 6","205 E 400 S","OREM","84058","geo:40.289893,-111.690456","http://www.noahwebsteracademy.org","https://datagateway.schools.utah.gov/Schools/6D100","801-426-6624","801-426-6645","State Charter School Board (SCSB)","2006","","Principal","Angela Rasmussen","arasmussen@mynwa.us"
"North Sanpete District","20","Fairview School","104","Public","","Title I","Title I","Pre - 6","651 E 150 N","FAIRVIEW","84629","geo:39.631514,-111.425978","http://www.fe.nsanpete.k12.ut.us/FAIRVIEW_ELEMENTARY/Homepage.html","https://datagateway.schools.utah.gov/Schools/20104","435-427-9204","435-427-9201","","1980","","Principal","Allynne Mower","allynne.mower@nsanpete.org"
"North Sanpete District","20","Fountain Green School","108","Public","","Title I","Title I","Pre - 6","P O BOX 38 395 W 100 S","FOUNTAIN GREEN","84632","geo:39.626448,-111.641388","","https://datagateway.schools.utah.gov/Schools/20108","435-445-3316","435-445-3305","","1983","","Principal","Robyn Cox","robyn.cox@nsanpete.org"
"North Sanpete District","20","Moroni School","116","Public","","Title I","Title I","Pre - 6","PO BOX 279 98 N 200 W","MORONI","84646","geo:39.52737,-111.586688","http://www.me.nsanpete.k12.ut.us/Home.html","https://datagateway.schools.utah.gov/Schools/20116","435-436-8291","435-436-8401","","1980","","Principal","Stacey Peterson","stacey.peterson@nsanpete.org"
"North Sanpete District","20","Mt. Pleasant School","112","Public","","Title I","Title I","Pre - 6","579 S 400 E","MT PLEASANT","84647","geo:39.53933,-111.44778","www.mpe.nsanpete.k12.ut.us/Site/Home_Page.html","https://datagateway.schools.utah.gov/Schools/20112","435-462-2077","435-462-3608","","1962","","Principal","Natalie Stansfield","natalie.stansfield@nsanpete.org"
"North Sanpete District","20","Spring City School","120","Public","","Title I","Title I","K - 6","100 N 453 E P O BOX 159","SPRING CITY","84662","geo:39.48007,-111.487917","http://www.sce.nsanpete.k12.ut.us/Home.html","https://datagateway.schools.utah.gov/Schools/20120","435-462-2169","435-462-3445","","1983","","Principal","John Thomas","john.thomas@nsanpete.org"
"North Summit District","21","North Summit School","110","Public","","Title I","Title I","K - 4","BOX 497 240 S BEACON HILL DR","COALVILLE","84017","geo:40.915114,-111.397472","http://www.nsummit.org/Elementary.cfm","https://datagateway.schools.utah.gov/Schools/21110","435-336-2101","435-336-2064","","1983","","Principal","Russell Hendry","rhendry@nsummit.org"
"Odyssey Charter School","1C","Odyssey Charter School","100","Public","Charter","Title I","Title I","K - 6","738 E QUALITY DR","AMERICAN FORK","84003","geo:40.361601,-111.779667","http://www.odysseycharter.net","https://datagateway.schools.utah.gov/Schools/1C100","801-492-8105","801-763-8743","State Charter School Board (SCSB)","2005","","Director","Brooke Austin","baustin@odysseycharter.net"
"Ogden City District","37","East Ridge Elementary School","131","Public","","Title I","Title I","Pre - 6","1330 9th Street","OGDEN","84404","geo:41.248994,-111.945146","https://eastridge.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37131","801-737-7600","801-627-7694","","2008","","Principal","Maridee Harrison","harrisonm@ogdensd.org"
"Ogden City District","37","Heritage School","119","Public","","Title I","Title I","Pre - 6","373 S 150 W","OGDEN","84404","geo:41.276199,-111.970691","https://heritage.ogdensd.org/","https://datagateway.schools.utah.gov/Schools/37119","801-737-8000","","","2008","","Principal","Jim Mieure","mieurej@ogdensd.org"
"Ogden City District","37","Hillcrest School","123","Public","","","","K - 6","1121 Vitt Drive","OGDEN","84404","geo:41.26163,-111.94947","https://hillcrest.ogdensd.org/","https://datagateway.schools.utah.gov/Schools/37123","801-737-7550","801-334-4411","","2008","","Principal","Julie Neilson","neilsonj@ogdensd.org"
"Ogden City District","37","Liberty Elementary School","179","Public","","Title I","Title I","Pre - 6","3290 Monroe Blvd","OGDEN","84403","geo:41.20362,-111.96016","https:/liberty.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37179","801-737-8350","801-627-7660","","2008","","Principal","Keeli Espinoza","espinozak@ogdensd.org"
"Ogden City District","37","Lincoln School","139","Public","","Title I","Title I","Pre - 6","550 E Canfield","OGDEN","84404","geo:41.281,-111.96505","https://lincoln.ogdensd.org/","https://datagateway.schools.utah.gov/Schools/37139","801-737-7650","801-625-8816","","2008","","Principal","Terry Humphreys","humphreyst@ogdensd.org"
"Ogden City District","37","New Bridge School","158","Public","","Title I","Title I","Pre - 6","2150 Jefferson Ave.","OGDEN","84401","geo:41.2277622,-111.9669151","http://Newbridge.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37158","801-737-8100","","","2016","","Principal","Jennifer DeCorso","decorsoj@ogdensd.org"
"Ogden City District","37","Odyssey School","163","Public","","Title I","Title I","Pre - 6","375 GODDARD STREET","OGDEN","84403","geo:41.204808,-111.958305","http://Odyssey.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37163","801-737-8400","801-737-8511","","2008","","Principal","Sonja Davidson","davidsons@ogdensd.org"
"Ogden City District","37","Polk School","167","Public","","Title I","Title I","K - 6","2615 POLK AVE","OGDEN","84401","geo:41.217211,-111.94317","http://polk.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37167","801-737-8300","801-625-8829","","2008","","Principal","Jordan Mangum","Mangumj@ogdensd.org"
"Ogden City District","37","Shadow Valley School","174","Public","","","","K - 6","4911 S 1500 E","OGDEN","84403","geo:41.174041,-111.942366","http://Shadowvalley.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37174","801-737-8150","","","2009","","Principal","Vincent Ardizzone","ardizzonev@ogdensd.org"
"Ogden City District","37","Wasatch School","183","Public","","Title I","Title I","K - 6","3370 POLK AVE","OGDEN","84403","geo:41.201861,-111.943045","https://wasatch.ogdensd.org","https://datagateway.schools.utah.gov/Schools/37183","801-737-8450","801-627-7685","","2008","","Principal","Raven Rylander","rylanderr@ogdensd.org"
"Ogden Valley Montessori School","NH","Ogden Valley Montessori School","901","Private","","","","K - 6","5460 EAST 2200 NORTH","EDEN","84310","geo:41.298745,-111.815255","","","801-745-3383","","","2008","","Principal","",""
"Open Classroom","8D","Open Classroom","240","Public","Charter","Title I","Title I","Pre - 8","134 D STREET","SALT LAKE CITY","84103","geo:40.772482,-111.87882","http://www.ocslc.org","https://datagateway.schools.utah.gov/Schools/8D240","801-578-8144","801-578-8218","District or Local Education Agency (LEA)","2007","","Principal","Craig Pitts","craig.pitts@slcschools.org"
"Pacific Heritage Academy","7H","Pacific Heritage Academy","100","Public","Charter","Title I","Title I","K - 8","1755 W 1100 N","SALT LAKE CITY","84116","geo:40.792887,-111.940417","http://phlearning.org/","https://datagateway.schools.utah.gov/Schools/7H100","801-363-1892","","State Charter School Board (SCSB)","2012","","Director","Sheena Alaiasa","admin@phlearning.org"
"Park City Day School","JC","Park City Day School","971","Private","","","","Pre - 8","3120 W PINEBROOK ROAD","PARK CITY","84098","geo:40.748478,-111.570937","","","435-649-2791","435-649-6759","","1900","","Principal","Charles Sachs",""
"Park City District","22","Jeremy Ranch School","112","Public","","","","K - 5","3050 RASMUSSEN RD","PARK CITY","84098","geo:40.753388,-111.568192","http://jres.pcschools.us/","https://datagateway.schools.utah.gov/Schools/22112","435-645-5670","435-645-5679","","1994","","Principal","Jacqlyn Spell","jspell@pcschools.us"
"Park City District","22","McPolin School","108","Public","","Title I","Title I","Pre - 5","2270 KEARNS BLVD","PARK CITY","84098","geo:40.669543,-111.492915","http://mpes.pcschools.us/","https://datagateway.schools.utah.gov/Schools/22108","435-645-5630","435-645-5639","","1992","","Principal","Angeline Dufner","adufner@pcschools.us"
"Park City District","22","Parley's Park School","104","Public","","","","K - 5","4600 SILVER SPRINGS DR","PARK CITY","84068","geo:40.699002,-111.54024","http://ppes.parkcity.k12.ut.us/","https://datagateway.schools.utah.gov/Schools/22104","435-645-5620","435-645-5629","","1981","","Principal","Kim Howe","khowe@pcschools.us"
"Park City District","22","Trailside School","116","Public","","","","K - 5","5700 TRAILSIDE DR","PARK CITY","84098","geo:40.715198,-111.503122","http://tses.pcschools.us/","https://datagateway.schools.utah.gov/Schools/22116","435-645-5680","435-645-5689","","2001","","Principal","Tricia Wilbourne","twilbourne@pcschools.us"
"Piute District","23","Circleville School","104","Public","","Title I","Title I","K - 8","300 S CENTER","CIRCLEVILLE","84723","geo:38.167191,-112.273161","https://www.piutek12.org/schools/circleville-elementary.html","https://datagateway.schools.utah.gov/Schools/23104","435-577-2912","435-577-2927","","1968","","Principal","Russell Lee","russ.lee@piutek12.org"
"Piute District","23","Oscarson School","112","Public","","Title I","Title I","K - 6","160 W SEVIER AVE","MARYSVALE","84750","geo:38.450799,-112.233255","https://www.piutek12.org/schools/oscarson-elementary-school.html","https://datagateway.schools.utah.gov/Schools/23112","435-326-4341","435-326-4247","","1961","","Principal","Heather Fautin","heather.fautin@piutek12.org"
"Piute District","23","Utah Peak Academy","100","Public","","","","K - 12","PO Box 69","JUNCTION","84740","geo:38.245546,-112.221783","piutek12.org","https://datagateway.schools.utah.gov/Schools/23100","435-577-1202","","","2024","","Principal","","koby.willis@piutek12.org"
